sale_id,date,item,qty,amount,status
S02520,2025-07-02,filter coffee,1,3.00,paid
S02521,2025-07-02,sourdough loaf,2,15.00,paid
S02522,2025-07-02,croissant,1,3.75,paid
S02523,2025-07-02,apple tart,2,11.00,paid
S02524,2025-07-02,croissant,3,11.25,paid
S02525,2025-07-02,seed rye,2,16.50,paid
S02526,2025-07-02,apple tart,1,5.50,paid
S02527,2025-07-02,sourdough loaf,1,7.50,void
S02528,2025-07-02,sourdough loaf,3,22.50,paid
S02529,2025-07-02,apple tart,1,5.50,paid
S02530,2025-07-02,filter coffee,2,6.00,paid
S02531,2025-07-02,apple tart,1,5.50,paid
S02532,2025-07-03,sourdough loaf,1,7.50,paid
S02533,2025-07-03,filter coffee,1,3.00,paid
S02534,2025-07-03,apple tart,1,5.50,paid
S02535,2025-07-03,apple tart,2,11.00,paid
S02536,2025-07-03,sourdough loaf,1,7.50,paid
S02537,2025-07-03,seed rye,3,24.75,paid
S02538,2025-07-03,apple tart,1,5.50,paid
S02539,2025-07-03,cinnamon bun,2,8.50,paid
S02540,2025-07-03,apple tart,3,16.50,void
S02541,2025-07-03,filter coffee,3,9.00,paid
S02542,2025-07-03,apple tart,3,16.50,void
S02543,2025-07-03,sourdough loaf,2,15.00,paid
S02544,2025-07-03,croissant,3,11.25,paid
S02545,2025-07-03,seed rye,2,16.50,paid
S02546,2025-07-04,seed rye,1,8.25,refunded
S02547,2025-07-04,filter coffee,2,6.00,paid
S02548,2025-07-04,apple tart,1,5.50,paid
S02549,2025-07-04,cinnamon bun,1,4.25,paid
S02550,2025-07-04,filter coffee,1,3.00,paid
S02551,2025-07-04,filter coffee,2,6.00,paid
S02552,2025-07-04,filter coffee,1,3.00,paid
S02553,2025-07-04,croissant,1,3.75,paid
S02554,2025-07-04,filter coffee,2,6.00,paid
S02555,2025-07-04,cinnamon bun,2,8.50,paid
S02556,2025-07-04,croissant,1,3.75,paid
S02557,2025-07-04,croissant,1,3.75,paid
S02558,2025-07-04,apple tart,2,11.00,paid
S02559,2025-07-04,apple tart,2,11.00,paid
S02560,2025-07-05,apple tart,3,16.50,paid
S02561,2025-07-05,apple tart,1,5.50,paid
S02562,2025-07-05,filter coffee,1,3.00,paid
S02563,2025-07-05,sourdough loaf,1,7.50,paid
S02564,2025-07-05,cinnamon bun,3,12.75,refunded
S02565,2025-07-05,croissant,3,11.25,paid
S02566,2025-07-05,croissant,1,3.75,paid
S02567,2025-07-05,filter coffee,1,3.00,paid
S02568,2025-07-05,seed rye,2,16.50,paid
S02569,2025-07-05,filter coffee,2,6.00,paid
S02570,2025-07-05,croissant,3,11.25,paid
S02571,2025-07-05,filter coffee,1,3.00,paid
S02572,2025-07-05,filter coffee,3,9.00,paid
S02573,2025-07-05,filter coffee,1,3.00,paid
S02574,2025-07-05,apple tart,1,5.50,paid
S02575,2025-07-05,cinnamon bun,1,4.25,paid
S02576,2025-07-05,filter coffee,2,6.00,paid
S02577,2025-07-06,croissant,3,11.25,paid
S02578,2025-07-06,filter coffee,1,3.00,paid
S02578,2025-07-06,filter coffee,1,3.00,paid
S02579,2025-07-06,seed rye,2,16.50,paid
S02580,2025-07-06,cinnamon bun,2,8.50,paid
S02581,2025-07-06,sourdough loaf,2,15.00,paid
S02582,2025-07-06,sourdough loaf,2,15.00,paid
S02583,2025-07-06,filter coffee,2,6.00,paid
S02584,2025-07-06,seed rye,1,8.25,paid
S02585,2025-07-06,apple tart,2,11.00,paid
S02586,2025-07-06,croissant,3,11.25,paid
S02587,2025-07-06,seed rye,3,24.75,paid
S02588,2025-07-06,apple tart,1,5.50,paid
S02589,2025-07-06,seed rye,3,24.75,paid
S02590,2025-07-06,cinnamon bun,1,4.25,paid
S02591,2025-07-06,cinnamon bun,1,4.25,paid
S02592,2025-07-06,seed rye,2,16.50,paid
S02593,2025-07-06,seed rye,2,16.50,paid
S02594,2025-07-06,croissant,1,3.75,paid
S02595,2025-07-06,apple tart,2,11.00,paid
S02596,2025-07-06,filter coffee,3,9.00,paid
S02597,2025-07-06,apple tart,2,11.00,paid
S02598,2025-07-06,cinnamon bun,2,8.50,paid
S02599,2025-07-06,croissant,1,3.75,paid
S02600,2025-07-07,sourdough loaf,1,7.50,paid
S02601,2025-07-07,croissant,1,3.75,paid
S02602,2025-07-07,croissant,3,11.25,paid
S02603,2025-07-07,seed rye,2,16.50,paid
S02604,2025-07-07,apple tart,1,5.50,paid
S02605,2025-07-07,sourdough loaf,1,7.50,paid
S02606,2025-07-07,apple tart,2,11.00,paid
S02607,2025-07-07,apple tart,1,5.50,paid
S02608,2025-07-07,apple tart,3,16.50,paid
S02609,2025-07-07,sourdough loaf,2,15.00,paid
S02610,2025-07-08,croissant,2,,paid
S02611,2025-07-08,apple tart,1,5.50,paid
S02612,2025-07-08,apple tart,1,5.50,paid
S02613,2025-07-08,cinnamon bun,1,4.25,paid
S02614,2025-07-08,filter coffee,3,9.00,paid
S02615,2025-07-08,seed rye,1,8.25,paid
S02616,2025-07-08,seed rye,3,24.75,paid
S02617,2025-07-08,cinnamon bun,1,4.25,paid
S02618,2025-07-08,cinnamon bun,2,8.50,paid
S02619,2025-07-09,croissant,2,7.50,paid
S02620,2025-07-09,croissant,1,3.75,paid
S02621,2025-07-09,cinnamon bun,1,4.25,void
S02622,2025-07-09,cinnamon bun,1,4.25,paid
S02623,2025-07-09,cinnamon bun,1,4.25,paid
S02624,2025-07-09,cinnamon bun,2,8.50,paid
S02625,2025-07-09,seed rye,2,16.50,paid
S02626,2025-07-09,apple tart,1,5.50,paid
S02627,2025-07-09,filter coffee,3,9.00,paid
S02628,2025-07-09,croissant,1,3.75,paid
S02629,2025-07-09,cinnamon bun,1,4.25,paid
S02630,2025-07-09,cinnamon bun,3,12.75,void
S02631,2025-07-09,filter coffee,1,3.00,paid
S02632,2025-07-10,croissant,2,7.50,paid
S02633,2025-07-10,seed rye,1,8.25,paid
S02634,2025-07-10,seed rye,2,16.50,paid
S02635,2025-07-10,croissant,2,7.50,paid
S02636,2025-07-10,seed rye,1,8.25,void
S02637,2025-07-10,croissant,1,3.75,paid
S02638,2025-07-10,cinnamon bun,1,4.25,paid
S02639,2025-07-10,croissant,1,3.75,paid
S02640,2025-07-10,croissant,1,3.75,paid
S02641,2025-07-10,croissant,1,3.75,paid
S02642,2025-07-10,seed rye,2,16.50,paid
S02643,2025-07-10,apple tart,2,11.00,paid
S02644,2025-07-10,sourdough loaf,1,7.50,paid
S02645,2025-07-11,apple tart,3,16.50,paid
S02646,2025-07-11,croissant,3,11.25,paid
S02647,2025-07-11,sourdough loaf,1,7.50,paid
S02648,2025-07-11,filter coffee,3,9.00,paid
S02649,2025-07-11,seed rye,1,8.25,paid
S02650,2025-07-11,croissant,1,3.75,paid
S02651,2025-07-11,filter coffee,2,6.00,paid
S02652,2025-07-11,croissant,1,3.75,paid
S02653,2025-07-11,filter coffee,1,3.00,paid
S02654,2025-07-11,apple tart,2,11.00,paid
S02655,2025-07-11,croissant,2,7.50,paid
S02656,2025-07-11,apple tart,1,5.50,paid
S02657,2025-07-11,cinnamon bun,2,8.50,paid
S02658,2025-07-11,croissant,3,11.25,paid
S02659,2025-07-12,cinnamon bun,3,12.75,paid
S02660,2025-07-12,cinnamon bun,3,12.75,void
S02661,2025-07-12,sourdough loaf,3,22.50,paid
S02662,2025-07-12,sourdough loaf,2,15.00,paid
S02663,2025-07-12,sourdough loaf,2,15.00,paid
S02664,2025-07-12,seed rye,1,8.25,paid
S02665,2025-07-12,croissant,1,3.75,paid
S02666,2025-07-12,seed rye,1,8.25,paid
S02667,2025-07-12,filter coffee,1,3.00,paid
S02668,2025-07-12,sourdough loaf,1,7.50,paid
S02669,2025-07-12,filter coffee,1,3.00,paid
S02670,2025-07-12,filter coffee,3,9.00,paid
S02671,2025-07-12,apple tart,1,5.50,paid
S02672,2025-07-12,croissant,2,7.50,paid
S02673,2025-07-12,apple tart,2,11.00,paid
S02674,2025-07-12,apple tart,1,5.50,paid
S02675,2025-07-12,croissant,2,7.50,paid
S02676,2025-07-12,croissant,1,3.75,paid
S02677,2025-07-13,apple tart,1,5.50,refunded
S02678,2025-07-13,croissant,1,3.75,paid
S02679,2025-07-13,sourdough loaf,1,7.50,paid
S02680,2025-07-13,filter coffee,2,6.00,paid
S02681,2025-07-13,seed rye,2,16.50,paid
S02682,2025-07-13,cinnamon bun,1,4.25,paid
S02683,2025-07-13,filter coffee,1,3.00,paid
S02684,2025-07-13,seed rye,2,16.50,paid
S02685,2025-07-13,sourdough loaf,1,7.50,paid
S02686,2025-07-13,seed rye,1,8.25,paid
S02687,2025-07-13,apple tart,2,11.00,paid
S02688,2025-07-13,cinnamon bun,1,4.25,paid
S02689,2025-07-13,filter coffee,3,9.00,paid
S02690,2025-07-13,seed rye,1,8.25,paid
S02691,2025-07-13,apple tart,2,11.00,paid
S02692,2025-07-13,filter coffee,3,9.00,paid
S02693,2025-07-13,sourdough loaf,1,7.50,void
S02694,2025-07-13,cinnamon bun,2,8.50,paid
S02695,2025-07-14,croissant,2,7.50,paid
S02696,2025-07-14,sourdough loaf,1,7.50,paid
S02697,2025-07-14,apple tart,2,11.00,paid
S02698,2025-07-14,croissant,1,3.75,paid
S02699,2025-07-14,apple tart,3,16.50,paid
S02700,2025-07-14,filter coffee,1,3.00,paid
S02701,2025-07-14,apple tart,1,5.50,paid
S02702,2025-07-15,cinnamon bun,3,12.75,paid
S02703,2025-07-15,cinnamon bun,2,8.50,paid
S02704,2025-07-15,apple tart,1,5.50,paid
S02705,2025-07-15,cinnamon bun,3,12.75,paid
S02706,2025-07-15,seed rye,2,16.50,refunded
S02707,2025-07-15,apple tart,2,11.00,paid
S02708,2025-07-15,cinnamon bun,1,4.25,paid
S02709,2025-07-15,cinnamon bun,1,4.25,paid
S02710,2025-07-15,filter coffee,3,9.00,paid
S02711,2025-07-15,cinnamon bun,2,8.50,paid
S02712,2025-07-16,seed rye,2,16.50,paid
S02713,2025-07-16,seed rye,1,8.25,paid
S02714,2025-07-16,filter coffee,2,6.00,void
S02715,2025-07-16,cinnamon bun,3,12.75,paid
S02716,2025-07-16,apple tart,3,16.50,void
S02717,2025-07-16,seed rye,2,16.50,paid
S02718,2025-07-16,seed rye,1,8.25,paid
S02719,2025-07-16,sourdough loaf,2,15.00,paid
S02720,2025-07-16,seed rye,2,16.50,paid
S02721,2025-07-16,sourdough loaf,1,7.50,paid
S02722,2025-07-16,sourdough loaf,3,22.50,paid
S02723,2025-07-16,filter coffee,1,3.00,paid
S02724,2025-07-17,seed rye,1,8.25,paid
S02725,2025-07-17,cinnamon bun,1,4.25,paid
S02726,2025-07-17,cinnamon bun,3,12.75,paid
S02727,2025-07-17,seed rye,1,8.25,paid
S02728,2025-07-17,apple tart,1,5.50,refunded
S02729,2025-07-17,croissant,1,3.75,paid
S02730,2025-07-17,seed rye,2,16.50,paid
S02731,2025-07-17,cinnamon bun,3,12.75,paid
S02732,2025-07-18,sourdough loaf,1,7.50,paid
S02733,2025-07-18,seed rye,1,8.25,paid
S02734,2025-07-18,apple tart,1,5.50,paid
S02735,2025-07-18,croissant,1,3.75,paid
S02736,2025-07-18,seed rye,1,8.25,paid
S02737,2025-07-18,sourdough loaf,1,7.50,paid
S02738,2025-07-18,filter coffee,2,6.00,paid
S02739,2025-07-18,sourdough loaf,2,15.00,refunded
S02740,2025-07-18,seed rye,1,8.25,paid
S02741,2025-07-18,sourdough loaf,1,7.50,paid
S02742,2025-07-18,apple tart,1,5.50,paid
S02743,2025-07-18,croissant,1,3.75,paid
S02744,2025-07-18,croissant,3,11.25,paid
S02745,2025-07-18,apple tart,2,11.00,paid
S02746,2025-07-19,filter coffee,2,6.00,paid
S02747,2025-07-19,apple tart,1,5.50,paid
S02748,2025-07-19,cinnamon bun,1,4.25,paid
S02749,2025-07-19,apple tart,1,5.50,paid
S02750,2025-07-19,apple tart,3,,paid
S02751,2025-07-19,sourdough loaf,1,7.50,paid
S02752,2025-07-19,cinnamon bun,1,4.25,paid
S02753,2025-07-19,filter coffee,1,3.00,paid
S02754,2025-07-19,croissant,1,3.75,paid
S02755,2025-07-19,filter coffee,2,6.00,paid
S02756,2025-07-19,filter coffee,1,3.00,void
S02757,2025-07-19,filter coffee,1,3.00,paid
S02758,2025-07-19,cinnamon bun,2,8.50,paid
S02759,2025-07-19,apple tart,2,,paid
S02760,2025-07-19,seed rye,3,24.75,paid
S02761,2025-07-19,croissant,1,3.75,paid
S02762,2025-07-19,cinnamon bun,2,8.50,paid
S02763,2025-07-19,filter coffee,1,3.00,paid
S02764,2025-07-19,seed rye,2,16.50,paid
S02765,2025-07-19,filter coffee,2,6.00,paid
S02766,2025-07-19,apple tart,3,16.50,paid
S02767,2025-07-19,seed rye,3,24.75,paid
S02768,2025-07-19,cinnamon bun,1,4.25,refunded
S02769,2025-07-19,sourdough loaf,2,15.00,paid
S02770,2025-07-19,apple tart,1,5.50,paid
S02771,2025-07-19,seed rye,2,16.50,paid
S02772,2025-07-20,filter coffee,2,6.00,paid
S02773,2025-07-20,apple tart,2,11.00,paid
S02774,2025-07-20,apple tart,1,5.50,paid
S02775,2025-07-20,apple tart,3,16.50,paid
S02776,2025-07-20,croissant,2,7.50,paid
S02777,2025-07-20,filter coffee,2,6.00,paid
S02778,2025-07-20,sourdough loaf,3,22.50,paid
S02779,2025-07-20,cinnamon bun,2,8.50,paid
S02780,2025-07-20,croissant,1,3.75,paid
S02781,2025-07-20,apple tart,3,16.50,paid
S02782,2025-07-20,apple tart,2,11.00,paid
S02783,2025-07-20,cinnamon bun,2,8.50,paid
S02784,2025-07-20,apple tart,1,5.50,paid
S02785,2025-07-20,seed rye,3,24.75,paid
S02786,2025-07-20,seed rye,1,8.25,paid
S02787,2025-07-20,seed rye,1,8.25,paid
S02788,2025-07-21,sourdough loaf,1,7.50,paid
S02789,2025-07-21,seed rye,3,24.75,paid
S02790,2025-07-21,seed rye,2,16.50,paid
S02791,2025-07-21,cinnamon bun,1,4.25,paid
S02792,2025-07-21,seed rye,1,8.25,paid
S02793,2025-07-21,filter coffee,2,6.00,paid
S02794,2025-07-21,seed rye,1,8.25,paid
S02795,2025-07-21,seed rye,2,16.50,paid
S02796,2025-07-21,cinnamon bun,1,4.25,paid
S02797,2025-07-22,cinnamon bun,2,8.50,paid
S02798,2025-07-22,croissant,3,11.25,paid
S02799,2025-07-22,sourdough loaf,1,7.50,paid
S02800,2025-07-22,filter coffee,2,6.00,paid
S02801,2025-07-22,apple tart,2,11.00,paid
S02802,2025-07-22,croissant,3,11.25,void
S02803,2025-07-22,cinnamon bun,1,4.25,paid
S02804,2025-07-22,apple tart,2,11.00,paid
S02805,2025-07-22,cinnamon bun,2,8.50,paid
S02806,2025-07-22,filter coffee,2,6.00,paid
S02807,2025-07-23,filter coffee,1,3.00,paid
S02808,2025-07-23,seed rye,3,24.75,paid
S02809,2025-07-23,croissant,1,3.75,void
S02810,2025-07-23,croissant,1,3.75,paid
S02811,2025-07-23,apple tart,1,5.50,paid
S02812,2025-07-23,sourdough loaf,3,22.50,paid
S02813,2025-07-23,apple tart,1,5.50,paid
S02814,2025-07-23,cinnamon bun,1,4.25,paid
S02815,2025-07-23,filter coffee,1,3.00,paid
S02816,2025-07-24,filter coffee,1,3.00,paid
S02817,2025-07-24,seed rye,3,24.75,paid
S02818,2025-07-24,seed rye,1,8.25,paid
S02819,2025-07-24,sourdough loaf,1,7.50,paid
S02820,2025-07-24,filter coffee,1,3.00,paid
S02821,2025-07-24,apple tart,1,5.50,paid
S02822,2025-07-24,cinnamon bun,2,8.50,paid
S02823,2025-07-24,cinnamon bun,2,8.50,paid
S02824,2025-07-24,apple tart,2,11.00,paid
S02825,2025-07-24,sourdough loaf,2,15.00,paid
S02826,2025-07-24,croissant,1,3.75,void
S02827,2025-07-25,filter coffee,2,6.00,paid
S02828,2025-07-25,sourdough loaf,2,15.00,paid
S02829,2025-07-25,filter coffee,2,6.00,paid
S02830,2025-07-25,filter coffee,2,6.00,paid
S02831,2025-07-25,seed rye,2,16.50,paid
S02832,2025-07-25,filter coffee,3,9.00,paid
S02833,2025-07-25,sourdough loaf,2,15.00,paid
S02834,2025-07-26,cinnamon bun,2,8.50,paid
S02835,2025-07-26,cinnamon bun,2,8.50,paid
S02836,2025-07-26,seed rye,3,24.75,paid
S02837,2025-07-26,cinnamon bun,1,4.25,paid
S02838,2025-07-26,croissant,1,3.75,paid
S02839,2025-07-26,apple tart,2,11.00,paid
S02840,2025-07-26,seed rye,1,8.25,paid
S02841,2025-07-26,filter coffee,3,9.00,paid
S02842,2025-07-26,croissant,2,7.50,paid
S02843,2025-07-26,filter coffee,3,9.00,paid
S02844,2025-07-26,seed rye,1,8.25,paid
S02845,2025-07-27,seed rye,2,16.50,paid
S02846,2025-07-27,apple tart,3,16.50,paid
S02847,2025-07-27,cinnamon bun,1,4.25,paid
S02848,2025-07-27,seed rye,1,8.25,paid
S02849,2025-07-27,cinnamon bun,1,4.25,paid
S02850,2025-07-27,seed rye,1,8.25,paid
S02851,2025-07-27,apple tart,1,5.50,paid
S02852,2025-07-27,filter coffee,1,3.00,paid
S02853,2025-07-27,seed rye,2,16.50,paid
S02854,2025-07-27,seed rye,2,16.50,paid
S02855,2025-07-27,seed rye,2,16.50,paid
S02856,2025-07-27,cinnamon bun,1,4.25,paid
S02857,2025-07-27,sourdough loaf,3,22.50,paid
S02858,2025-07-27,filter coffee,2,6.00,paid
S02859,2025-07-27,cinnamon bun,2,8.50,paid
S02860,2025-07-27,filter coffee,1,3.00,paid
S02861,2025-07-28,filter coffee,2,6.00,paid
S02862,2025-07-29,filter coffee,2,6.00,paid
S02863,2025-07-29,apple tart,1,5.50,paid
S02864,2025-07-29,seed rye,1,8.25,paid
S02865,2025-07-29,filter coffee,1,3.00,paid
S02866,2025-07-29,sourdough loaf,3,22.50,paid
S02867,2025-07-29,sourdough loaf,1,7.50,paid
S02868,2025-07-29,cinnamon bun,3,12.75,paid
S02869,2025-07-29,sourdough loaf,1,7.50,paid
S02870,2025-07-30,seed rye,3,24.75,paid
S02871,2025-07-30,seed rye,1,8.25,paid
S02872,2025-07-30,croissant,1,3.75,paid
S02873,2025-07-30,filter coffee,2,6.00,paid
S02874,2025-07-30,croissant,1,3.75,paid
S02875,2025-07-30,sourdough loaf,1,7.50,paid
S02876,2025-07-30,apple tart,2,11.00,paid
S02877,2025-07-30,croissant,1,3.75,paid
S02878,2025-07-30,filter coffee,1,3.00,paid
S02879,2025-07-30,filter coffee,2,6.00,paid
S02880,2025-07-31,cinnamon bun,1,4.25,paid
S02881,2025-07-31,apple tart,2,11.00,paid
S02882,2025-07-31,cinnamon bun,1,4.25,paid
S02883,2025-07-31,apple tart,2,11.00,paid
S02884,2025-08-01,cinnamon bun,2,8.50,void
S02885,2025-08-01,seed rye,2,16.50,paid
S02886,2025-08-01,seed rye,1,8.25,paid
S02887,2025-08-01,filter coffee,2,6.00,paid
S02888,2025-08-01,seed rye,1,8.25,paid
S02889,2025-08-01,seed rye,1,8.25,paid
S02890,2025-08-01,seed rye,3,24.75,paid
S02891,2025-08-01,croissant,3,11.25,paid
S02892,2025-08-01,croissant,1,3.75,paid
S02893,2025-08-01,sourdough loaf,3,22.50,paid
S02894,2025-08-01,sourdough loaf,1,7.50,paid
S02895,2025-08-01,croissant,2,7.50,paid
S02896,2025-08-01,cinnamon bun,1,4.25,paid
S02897,2025-08-01,cinnamon bun,2,8.50,paid
S02898,2025-08-01,croissant,2,7.50,paid
S02899,2025-08-02,apple tart,1,5.50,paid
S02900,2025-08-02,apple tart,1,5.50,paid
S02901,2025-08-02,filter coffee,2,6.00,paid
S02902,2025-08-02,croissant,3,11.25,paid
S02903,2025-08-02,apple tart,2,11.00,paid
S02904,2025-08-02,sourdough loaf,2,15.00,paid
S02905,2025-08-02,filter coffee,3,9.00,paid
S02906,2025-08-02,cinnamon bun,1,4.25,paid
S02907,2025-08-02,seed rye,1,8.25,paid
S02908,2025-08-02,croissant,1,3.75,paid
S02909,2025-08-02,croissant,1,3.75,paid
S02910,2025-08-02,seed rye,2,16.50,paid
S02911,2025-08-02,apple tart,2,11.00,refunded
S02912,2025-08-02,apple tart,1,5.50,paid
S02913,2025-08-02,sourdough loaf,2,15.00,paid
S02914,2025-08-02,seed rye,1,8.25,paid
S02915,2025-08-02,croissant,1,3.75,void
S02916,2025-08-02,sourdough loaf,1,7.50,void
S02917,2025-08-02,cinnamon bun,2,8.50,paid
S02918,2025-08-02,apple tart,1,5.50,paid
S02919,2025-08-02,filter coffee,3,9.00,paid
S02920,2025-08-02,croissant,1,3.75,paid
S02921,2025-08-02,cinnamon bun,2,8.50,paid
S02922,2025-08-02,cinnamon bun,2,8.50,paid
S02923,2025-08-03,seed rye,1,8.25,paid
S02924,2025-08-03,seed rye,2,16.50,refunded
S02925,2025-08-03,seed rye,2,16.50,paid
S02926,2025-08-03,apple tart,2,11.00,paid
S02927,2025-08-03,filter coffee,2,6.00,paid
S02928,2025-08-03,croissant,1,3.75,paid
S02929,2025-08-03,filter coffee,2,6.00,paid
S02930,2025-08-03,sourdough loaf,3,22.50,paid
S02931,2025-08-03,cinnamon bun,1,4.25,paid
S02932,2025-08-03,sourdough loaf,1,7.50,paid
S02933,2025-08-03,apple tart,1,5.50,paid
S02934,2025-08-03,filter coffee,3,9.00,paid
S02935,2025-08-03,apple tart,1,5.50,paid
S02936,2025-08-03,croissant,1,3.75,paid
S02937,2025-08-03,filter coffee,2,6.00,paid
S02938,2025-08-03,cinnamon bun,2,8.50,paid
S02939,2025-08-03,filter coffee,3,9.00,paid
S02940,2025-08-03,apple tart,3,16.50,paid
S02941,2025-08-04,seed rye,1,8.25,paid
S02942,2025-08-04,filter coffee,3,9.00,void
S02943,2025-08-04,sourdough loaf,3,22.50,paid
S02944,2025-08-04,seed rye,2,16.50,paid
S02945,2025-08-04,sourdough loaf,2,15.00,paid
S02946,2025-08-04,croissant,2,7.50,paid
S02947,2025-08-05,cinnamon bun,1,4.25,paid
S02948,2025-08-05,apple tart,1,5.50,paid
S02949,2025-08-05,filter coffee,2,6.00,paid
S02950,2025-08-05,filter coffee,2,6.00,paid
S02951,2025-08-05,cinnamon bun,1,4.25,paid
S02952,2025-08-05,filter coffee,2,6.00,paid
S02953,2025-08-05,filter coffee,3,9.00,paid
S02954,2025-08-05,sourdough loaf,1,7.50,paid
S02955,2025-08-05,filter coffee,1,3.00,paid
S02956,2025-08-05,croissant,1,3.75,paid
S02957,2025-08-05,apple tart,1,5.50,void
S02958,2025-08-05,croissant,1,3.75,paid
S02959,2025-08-05,filter coffee,1,3.00,paid
S02960,2025-08-05,seed rye,1,8.25,paid
S02961,2025-08-05,croissant,1,3.75,paid
S02962,2025-08-05,sourdough loaf,2,15.00,paid
S02963,2025-08-06,cinnamon bun,3,12.75,paid
S02964,2025-08-06,cinnamon bun,1,4.25,paid
S02965,2025-08-06,seed rye,1,8.25,paid
S02966,2025-08-06,croissant,1,3.75,void
S02967,2025-08-06,seed rye,2,16.50,paid
S02968,2025-08-06,croissant,1,3.75,paid
S02969,2025-08-06,apple tart,1,5.50,paid
S02970,2025-08-06,seed rye,1,8.25,paid
S02971,2025-08-06,apple tart,2,11.00,paid
S02972,2025-08-07,apple tart,1,5.50,paid
S02973,2025-08-07,croissant,2,7.50,paid
S02974,2025-08-07,apple tart,1,5.50,paid
S02975,2025-08-07,sourdough loaf,2,15.00,paid
S02976,2025-08-07,sourdough loaf,1,7.50,paid
S02977,2025-08-07,apple tart,2,11.00,void
S02978,2025-08-07,croissant,1,3.75,paid
S02979,2025-08-07,seed rye,3,24.75,paid
S02980,2025-08-07,sourdough loaf,2,15.00,paid
S02981,2025-08-07,croissant,2,7.50,paid
S02982,2025-08-07,cinnamon bun,3,12.75,paid
S02983,2025-08-07,sourdough loaf,3,22.50,paid
S02984,2025-08-07,cinnamon bun,1,4.25,paid
S02985,2025-08-08,sourdough loaf,3,22.50,paid
S02986,2025-08-08,seed rye,3,24.75,refunded
S02987,2025-08-08,apple tart,1,5.50,paid
S02988,2025-08-08,apple tart,1,5.50,paid
S02989,2025-08-08,apple tart,1,5.50,refunded
S02990,2025-08-08,croissant,2,7.50,paid
S02991,2025-08-08,sourdough loaf,2,15.00,paid
S02992,2025-08-08,seed rye,1,8.25,paid
S02993,2025-08-08,seed rye,1,8.25,paid
S02994,2025-08-08,seed rye,1,8.25,paid
S02995,2025-08-08,filter coffee,1,3.00,paid
S02996,2025-08-08,cinnamon bun,1,4.25,paid
S02997,2025-08-08,seed rye,1,8.25,paid
S02998,2025-08-08,filter coffee,2,6.00,paid
S02999,2025-08-08,sourdough loaf,1,7.50,paid
S03000,2025-08-08,cinnamon bun,3,12.75,paid
S03001,2025-08-09,sourdough loaf,2,15.00,paid
S03002,2025-08-09,seed rye,2,16.50,paid
S03003,2025-08-09,seed rye,1,8.25,paid
S03004,2025-08-09,sourdough loaf,3,22.50,paid
S03005,2025-08-09,seed rye,3,24.75,paid
S03006,2025-08-09,croissant,1,3.75,paid
S03007,2025-08-09,croissant,1,3.75,paid
S03008,2025-08-09,sourdough loaf,1,7.50,paid
S03009,2025-08-09,filter coffee,1,3.00,paid
S03010,2025-08-09,sourdough loaf,3,22.50,paid
S03011,2025-08-09,cinnamon bun,2,8.50,paid
S03012,2025-08-09,apple tart,2,11.00,paid
S03013,2025-08-09,apple tart,2,11.00,paid
S03014,2025-08-09,apple tart,1,5.50,paid
S03015,2025-08-09,cinnamon bun,1,4.25,paid
S03016,2025-08-09,seed rye,1,8.25,paid
S03017,2025-08-09,croissant,1,3.75,paid
S03018,2025-08-09,sourdough loaf,2,15.00,void
S03019,2025-08-09,cinnamon bun,3,12.75,paid
S03020,2025-08-09,filter coffee,2,6.00,paid
S03021,2025-08-09,cinnamon bun,2,8.50,paid
S03022,2025-08-10,croissant,1,3.75,paid
S03023,2025-08-10,filter coffee,1,3.00,paid
S03024,2025-08-10,seed rye,2,16.50,paid
S03025,2025-08-10,croissant,1,3.75,paid
S03026,2025-08-10,apple tart,2,11.00,paid
S03027,2025-08-10,apple tart,1,5.50,paid
S03028,2025-08-10,filter coffee,1,3.00,paid
S03029,2025-08-10,apple tart,2,11.00,paid
S03030,2025-08-10,apple tart,1,5.50,paid
S03031,2025-08-10,cinnamon bun,1,4.25,paid
S03032,2025-08-10,seed rye,1,8.25,paid
S03033,2025-08-10,filter coffee,2,6.00,paid
S03034,2025-08-10,apple tart,1,5.50,paid
S03035,2025-08-10,apple tart,2,11.00,paid
S03036,2025-08-10,cinnamon bun,2,8.50,paid
S03037,2025-08-10,cinnamon bun,2,8.50,paid
S03038,2025-08-10,croissant,1,3.75,void
S03039,2025-08-10,seed rye,2,16.50,paid
S03040,2025-08-11,croissant,2,7.50,paid
S03041,2025-08-11,filter coffee,3,9.00,paid
S03042,2025-08-11,seed rye,3,24.75,paid
S03043,2025-08-11,cinnamon bun,2,8.50,paid
S03044,2025-08-11,filter coffee,3,9.00,paid
S03045,2025-08-11,croissant,1,3.75,paid
S03046,2025-08-12,filter coffee,1,3.00,paid
S03047,2025-08-12,sourdough loaf,1,7.50,paid
S03048,2025-08-12,sourdough loaf,3,22.50,paid
S03049,2025-08-12,croissant,1,3.75,paid
S03050,2025-08-12,apple tart,1,5.50,paid
S03051,2025-08-12,sourdough loaf,2,15.00,paid
S03052,2025-08-12,cinnamon bun,1,4.25,paid
S03053,2025-08-12,apple tart,3,16.50,paid
S03054,2025-08-12,filter coffee,2,6.00,paid
S03055,2025-08-12,seed rye,2,16.50,paid
S03056,2025-08-12,croissant,1,3.75,paid
S03057,2025-08-13,sourdough loaf,3,22.50,paid
S03058,2025-08-13,croissant,3,11.25,void
S03059,2025-08-13,apple tart,2,11.00,paid
